"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/28/2015","Intact Assur Ins","Intact Assur. INS","34.88","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/27/2015","Sun Life","SUN LIFE INS","63.81","debit","Financial","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/27/2015","Costco","COSTCO WHOLESAL","85.77","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/27/2015","iTunes","CHECKCARD 0424 APL* ITUNES.COM/BILL 866-712-7753 CA 24692165114000076307856","3.99","debit","Music","BofA Core Checking","",""
"4/24/2015","Toro","TORO","62.34","debit","Restaurants","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/24/2015","PayPal","PAYPAL DES:INST XFER ID:SPOTIFYUSAI INDN:JUAN GAVIRIA CO ID:PAYPALSI77 WEB","9.99","debit","Shopping","BofA Core Checking","",""
"4/23/2015","Interest Charge Cash","INTEREST CHARGE - CASH","29.58","debit","Finance Charge","TD EMERALD","",""
"4/23/2015","Interest Charge","INTEREST CHARGE -PURCHASE","153.14","debit","Finance Charge","TD EMERALD","",""
"4/23/2015","E Tfr C","E TFR C0HnDhJU","25.00","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/23/2015","Email Tfr Fee","EMAIL TFR FEE","1.50","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/22/2015","Online Banking Transfer","Online Banking transfer from CHK 3897 Confirmation# 2974371809","500.00","credit","Transfer","BofA Core Checking","",""
"4/21/2015","Td ATM Withdrawal","TD ATM W/D 008492","40.00","debit","Transfer for Cash Spending","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/21/2015","Air Canada Msp","AIR CANADA MSP","561.05","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/20/2015","E Tfr C","E TFR C2sfGuuM","100.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/17/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PREAUTHORIZED PAYMENT","209.00","credit","Credit Card Payment","TD EMERALD","",""
"4/17/2015","Transfer to TD EMERALD","TD VISA PREAUTH PYMT","209.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/16/2015","Shell","SHELL Service 04/15 #000577809 PURCHASE SHELL Service S LOS ANGELES CA","19.35","debit","Gas & Fuel","BofA Core Checking","",""
"4/15/2015","Claimsecure Hdc","CLAIMSECURE HDC","390.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/15/2015","PayPal","PAYPAL DES:INST XFER ID:BOINGOWIREL INDN:JUAN GAVIRIA CO ID:PAYPALSI77 WEB","9.95","debit","Shopping","BofA Core Checking","",""
"4/14/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","776.28","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/13/2015","Restaurant Lesage","RESTAURANT LE FOYER MONTREAL","44.95","debit","Restaurants","TD EMERALD","",""
"4/13/2015","Td ATM Withdrawal","TD ATM W/D 009200","80.00","debit","Transfer for Cash Spending","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/13/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX FTD","48.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/13/2015","Courcelle","COURCELLE","17.25","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/10/2015","Claimsecure Hdc","CLAIMSECURE HDC","54.91","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/08/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","1648.96","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/06/2015","ATM Fee","NON-TD ATM W/D","3.00","debit","ATM Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/06/2015","Non Td ATM","NON-TD ATM W/D","200.00","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/06/2015","Email Tfr Fee","EMAIL TFR FEE","1.50","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/06/2015","Alim Pot","ALIM-POT","17.23","debit","Food & Dining","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/06/2015","View Cheque Chq","View Cheque CHQ#00272-3000222490","155.00","debit","Parking","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/06/2015","B. & M. Restaurant","B AND M RESTAUR","27.77","debit","Restaurants","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/06/2015","Email Tfr C","EMAIL TFR C0rNt8mn","120.00","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/06/2015","Bmwgroup Fs Ap","BMWGROUP FS PMT AP","834.47","debit","Auto Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/02/2015","Ordre Des Ingenieurs","ORDRE DES INGENIEURS QC WWW.OIQ.QC","398.97","debit","Utilities","TD EMERALD","",""
"4/02/2015","Videotron","VIDEOTRON SENC BPY","79.28","debit","Bills & Utilities","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/02/2015","Email Tfr C","EMAIL TFR C2w6qMKe","240.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/02/2015","Car Go Bc","CHECKCARD 0401 CAR2GO 855-454-1002 BC 74537885091000331081902 INTERNATIONAL...","0.08","debit","Rental Car & Taxi","BofA Core Checking","",""
"4/02/2015","Car Go Bc","CHECKCARD 0401 CAR2GO 855-454-1002 BC 74537885091000331081902","2.78","debit","Rental Car & Taxi","BofA Core Checking","",""
"4/01/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PAYMENT - THANK YOU","1000.00","credit","Credit Card Payment","TD EMERALD","",""
"4/01/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PYT FRM: 03616328801","73.75","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"4/01/2015","Notrdameo Msp","950-80NotrDameO MSP","215.57","debit","Home","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/01/2015","Td Assurance Ins","TD Assurance INS","103.24","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/01/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","400.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/01/2015","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","73.75","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"4/01/2015","Td Mortgage","TD MORTGAGE","1252.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/31/2015","Interest","INTEREST","73.75","debit","Uncategorized","LINE OF CREDIT UNSECURED","",""
"3/31/2015","Air Canada Pay","AIR CANADA PAY","9935.01","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/31/2015","Monthly Account Fee","MONTHLY ACCOUNT FEE","14.95","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/31/2015","Transfer to TD EMERALD","WO003 TFR-TO C/C","1000.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/31/2015","Subway","SUBWAY # 54707 _F","18.31","debit","Fast Food","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/31/2015","Overdraft Fee","OVERDRAFT INTEREST","17.14","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/31/2015","O D P","O.D.P. FEE","4.00","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/30/2015","Restaurant Carolies","RESTAURANT SCAROLIE'S PASPOINTE-CLA","33.26","debit","Restaurants","TD EMERALD","",""
"3/30/2015","Buvette Chez Simone","BUVETTE CHEZ SIMONE MONTREAL","47.29","debit","Food & Dining","TD EMERALD","",""
"3/30/2015","Intact Assur Ins","Intact Assur. INS","34.88","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/30/2015","Costco","COSTCO WHOLESAL","90.09","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/25/2015","Sun Life","SUN LIFE INS","63.81","debit","Financial","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/25/2015","Piccolo","CHECKCARD 0323 PICCOLO MARCATO FLUSHING NY 24258025083080080837337","8.71","debit","Mortgage & Rent","BofA Core Checking","",""
"3/24/2015","AGIP","Agip Suisse SA 115 Geneve","9.86","debit","Gas & Fuel","TD EMERALD","",""
"3/24/2015","Esso","ESSO GD SOLEIL 4245664 26ALIXAN","63.90","debit","Gas & Fuel","TD EMERALD","",""
"3/24/2015","La Jonquera Ars","LA JONQUERA ARS JONQUERA,","16.44","debit","Uncategorized","TD EMERALD","",""
"3/24/2015","Marche Adonis B","MARCHE ADONIS B","40.89","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/24/2015","Marche Adonis B","MARCHE ADONIS B","6.66","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/24/2015","PayPal","PAYPAL DES:INST XFER ID:SPOTIFYUSAI INDN:JUAN GAVIRIA CO ID:PAYPALSI77 WEB","9.99","debit","Shopping","BofA Core Checking","",""
"3/24/2015","Golden Touch","CHECKCARD 0323 GOLDEN TOUCH SCOTTSDALE AZ 24765015083207888891763","13.00","debit","Uncategorized","BofA Core Checking","",""
"3/24/2015","Auntie Annes","CHECKCARD 0323 AUNTIE ANNES FLUSHING NY 24367245082327100126784","7.27","debit","Fast Food","BofA Core Checking","",""
"3/24/2015","Golden Touch","CHECKCARD 0323 GOLDEN TOUCH SCOTTSDALE AZ 24765015083207807506518","13.00","debit","Uncategorized","BofA Core Checking","",""
"3/23/2015","Litle Bacoa Barcelona","litle bacoa BARCELONA","20.48","debit","Uncategorized","TD EMERALD","",""
"3/23/2015","Antilla Barra Barcelona","ANTILLA BARRA BARCELONA","16.83","debit","Uncategorized","TD EMERALD","",""
"3/23/2015","El Pitu Del","EL PITU DEL BORN BARCELONA","44.04","debit","Uncategorized","TD EMERALD","",""
"3/23/2015","Nova Bocana Barcelona","NOVA BOCANA BARCELONA, SABARCELONA","2.81","debit","Uncategorized","TD EMERALD","",""
"3/23/2015","Interest Charge","INTEREST CHARGE -PURCHASE","170.57","debit","Finance Charge","TD EMERALD","",""
"3/23/2015","Nova Bocana Barcelona","NOVA BOCANA BARCELONA, SABARCELONA","1.55","debit","Uncategorized","TD EMERALD","",""
"3/23/2015","Barcino Santiveri Barcelona","BARCINO SANTIVERI BARCELONA","9.05","debit","Uncategorized","TD EMERALD","",""
"3/23/2015","Futbol Club Barcelona","FUTBOL CLUB BARCELONA BARCELONA","159.21","debit","Uncategorized","TD EMERALD","",""
"3/23/2015","Interest Charge Cash","INTEREST CHARGE - CASH","28.01","debit","Finance Charge","TD EMERALD","",""
"3/23/2015","Bistro Barcelona","BISTRO BARCELONETA BARCELONA","21.04","debit","Restaurants","TD EMERALD","",""
"3/23/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","500.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/23/2015","Hydro Bpy","HYDRO-QUEBEC BPY","145.53","debit","Utilities","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/20/2015","Autoroute Blanch Bonneville","AUTOROUTE BLANCH BONNEVILLE","8.42","debit","Auto & Transport","TD EMERALD","",""
"3/20/2015","Horodateurs Aut Cannes","HORODATEURS AUT 2330475 CANNES","1.40","debit","Parking","TD EMERALD","",""
"3/20/2015","Ss L Escalade","SS L'Escalade Le Chatela","8.85","debit","Uncategorized","TD EMERALD","",""
"3/20/2015","Hrc Quick Fabreg","HRC QUICK FABREG FABREGUES","11.15","debit","Uncategorized","TD EMERALD","",""
"3/20/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PREAUTHORIZED PAYMENT","142.00","credit","Credit Card Payment","TD EMERALD","",""
"3/20/2015","Transfer to TD EMERALD","TD VISA PREAUTH PYMT","142.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/20/2015","La Caixa Withdrwl","LA CAIXA 11 03/20 #000386134 WITHDRWL 121001183 BARCELONA FEE","5.00","debit","Cash & ATM","BofA Core Checking","",""
"3/20/2015","La Caixa Withdrwl","LA CAIXA 11 03/20 #000386134 WITHDRWL 121001183 BARCELONA INTERNATIONAL...","6.68","debit","Cash & ATM","BofA Core Checking","",""
"3/20/2015","La Caixa Withdrwl","LA CAIXA 11 03/20 #000386134 WITHDRWL 121001183 BARCELONA","222.68","debit","Cash & ATM","BofA Core Checking","",""
"3/19/2015","Mont. Blanc","PETIT MONT BLANC RISTORANCOURMAYEUR","30.74","debit","Restaurants","TD EMERALD","",""
"3/19/2015","Futbol Club Barcelona","FUTBOL CLUB BARCELONA BARCELONA","154.39","debit","Kids Activities","TD EMERALD","",""
"3/19/2015","Casino Grosset Les","CASINO GROSSET LES DEUX A","8.78","debit","Food & Dining","TD EMERALD","",""
"3/19/2015","Riviera","SUN RIVIERA 06CANNES","3.67","debit","Restaurants","TD EMERALD","",""
"3/18/2015","Semiacs Nice","SEMIACS NICE","11.44","debit","Uncategorized","TD EMERALD","",""
"3/18/2015","Les Enflammes Chamonix","LES ENFLAMMES CHAMONIX M","8.36","debit","Uncategorized","TD EMERALD","",""
"3/18/2015","Mont. Blanc","MONT BLANC SKI SERVIC 044COURMAYEUR","51.60","debit","Restaurants","TD EMERALD","",""
"3/18/2015","Administration C & S","Administration communale Le Chable","15.08","debit","Financial Advisor","TD EMERALD","",""
"3/18/2015","Bnp Withdrwl Carrefou","BNP 03/18 #000730892 WITHDRWL >30004CARREFOU CANNES LA BOC...","4.47","debit","Cash & ATM","BofA Core Checking","",""
"3/18/2015","Bnp Withdrwl Carrefou","BNP 03/18 #000730892 WITHDRWL >30004CARREFOU CANNES LA BOC","149.13","debit","Cash & ATM","BofA Core Checking","",""
"3/17/2015","Phie De La","PHIE DE LA VALLEE CHAMONIX M","12.24","debit","Uncategorized","TD EMERALD","",""
"3/17/2015","Poco Loco Chamonix","POCO LOCO 74CHAMONIX","35.89","debit","Food & Dining","TD EMERALD","",""
"3/16/2015","Mobistore Chamonix M","MOBISTORE CHAMONIX M","27.58","debit","Mobile Phone","TD EMERALD","",""
"3/16/2015","Dhuadh Oneline Otore","DHUADH ONELINE OTORE BEIJING","56.16","debit","Uncategorized","TD EMERALD","",""
"3/16/2015","Brevent Chamonix","BREVENT 74CHAMONIX","13.86","debit","Food & Dining","TD EMERALD","",""
"3/16/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","962.52","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/16/2015","Fx ATM Withdrawal","FX ATM W/D _V","166.33","debit","Cash & ATM","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/16/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX FTD","52.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/16/2015","Fx ATM Withdrawal","FX ATM W/D FEE","5.00","debit","ATM Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/16/2015","PayPal","PAYPAL DES:INST XFER ID:BOINGOWIREL INDN:JUAN GAVIRIA CO ID:PAYPALSI77 WEB","4.98","debit","Shopping","BofA Core Checking","",""
"3/13/2015","Pharmaprix","PHARMAPRIX #180 _F","1.48","debit","Pharmacy","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/13/2015","La Vielle Europ","LA VIELLE EUROP","21.24","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/13/2015","Car Go Bc","CHECKCARD 0312 CAR2GO 855-454-1002 BC 74537885071000852319669","2.43","debit","Uncategorized","BofA Core Checking","",""
"3/13/2015","Car Go Bc","CHECKCARD 0312 CAR2GO 855-454-1002 BC 74537885071000852319669 INTERNATIONAL...","0.07","debit","Uncategorized","BofA Core Checking","",""
"3/12/2015","Jugo Juice","JUGO JUICE","12.17","debit","Fast Food","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/12/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX IAP","250.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/10/2015","Studio Epix","CHECKCARD 0308 STUDIO EPIX INC MONTREAL QC 74872715068150682534586","19.89","debit","Uncategorized","BofA Core Checking","",""
"3/10/2015","Studio Epix","CHECKCARD 0308 STUDIO EPIX INC MONTREAL QC 74872715068150682534586...","0.60","debit","Uncategorized","BofA Core Checking","",""
"3/09/2015","View Cheque Chq","View Cheque CHQ#00271-3000499442","155.00","debit","Parking","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/05/2015","Air Canada Msp","AIR CANADA MSP","2320.38","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/05/2015","Online Banking Transfer","Online Banking transfer from CHK 3897 Confirmation# 2960517815","500.00","credit","Transfer","BofA Core Checking","",""
"3/04/2015","Email Tfr C","EMAIL TFR C2wNuctq","20.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/04/2015","Email Tfr C","EMAIL TFR C29tU8zt","35.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/03/2015","Bmwgroup Fs Ap","BMWGROUP FS PMT AP","834.47","debit","Auto Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/03/2015","Costco","COSTCO WHOLESAL","51.52","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/02/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PYT FRM: 03616328801","66.62","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"3/02/2015","Td Assurance Ins","TD Assurance INS","103.24","debit","Auto & Transport","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/02/2015","Videotron Senc Bpy","VIDEOTRON SENC BPY","79.28","debit","Movies & DVDs","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/02/2015","Alim Pot F","ALIM-POT _F","35.08","debit","Food & Dining","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/02/2015","Notrdameo Msp","950-80NotrDameO MSP","215.57","debit","Home","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/02/2015","Intact Assur Ins","Intact Assur. INS","34.88","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/02/2015","Email Tfr C","EMAIL TFR C22d3EdF","70.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/02/2015","Td Mortgage","TD MORTGAGE","1252.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"3/02/2015","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","66.62","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/27/2015","Interest","INTEREST","66.62","debit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"2/27/2015","Air Canada","AIR CANADA PAY","3413.02","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/27/2015","Salon Violet","SALON VIOLET","16.80","debit","Personal Care","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/27/2015","O D P","O.D.P. FEE","4.00","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/27/2015","Overdraft Fee","OVERDRAFT INTEREST","15.10","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/27/2015","Monthly Account Fee","MONTHLY ACCOUNT FEE","14.95","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/26/2015","Saaq C Hen","SAAQ / C.S. HEN","10.90","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/25/2015","Pharmacie Jean","PHARMACIE JEAN","56.28","debit","Pharmacy","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/25/2015","Sun Life Ins","SUN LIFE INS","63.81","debit","Life Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/25/2015","PayPal","PAYPAL DES:INST XFER ID:UNLIMAPPSIN INDN:JUAN GAVIRIA CO ID:PAYPALSI77 WEB","2.50","debit","Shopping","BofA Core Checking","",""
"2/24/2015","Arepas F","AREPAS _F","6.90","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/24/2015","PayPal","PAYPAL DES:INST XFER ID:SPOTIFYUSAI INDN:JUAN GAVIRIA CO ID:PAYPALSI77 WEB","9.99","debit","Shopping","BofA Core Checking","",""
"2/23/2015","Interest Charge Cash","INTEREST CHARGE - CASH","31.08","debit","Finance Charge","TD EMERALD","",""
"2/23/2015","Sports Experts","SPORTS EXPERTS #534 MONTREAL","21.82","debit","Uncategorized","TD EMERALD","",""
"2/23/2015","L Gros Luxe","L GROS LUXE MILE END MONTREAL","32.27","debit","Uncategorized","TD EMERALD","",""
"2/23/2015","Interest Charge","INTEREST CHARGE -PURCHASE","99.99","debit","Finance Charge","TD EMERALD","",""
"2/23/2015","American Express","AMEX BPY","500.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/23/2015","Tim Horton's","TIM HORTONS #35 _F","7.35","debit","Coffee Shops","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/23/2015","Tim Horton's","TIM HORTONS #39 _F","9.43","debit","Coffee Shops","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/20/2015","Costco","COSTCO WHOLESAL","62.69","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/20/2015","Td ATM Dep","TD ATM DEP 001762","350.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/20/2015","American Express","AMEX BPY","300.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/20/2015","Ordinary","CHECKCARD 0218 THE ORDINARY CHARLESTON SC 24755425050640501618407","72.17","debit","Uncategorized","BofA Core Checking","",""
"2/19/2015","Kangaroo Exp Kangaroo","KANGAROO EXP # 02/19 #000863124 PURCHASE KANGAROO EXP # NORTH CHARLES SC","17.15","debit","Gas & Fuel","BofA Core Checking","",""
"2/19/2015","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 02/19 #000006479 WITHDRWL CHARLOTTE DOUGLA CHARLOTTE NC","200.00","debit","Cash & ATM","BofA Core Checking","",""
"2/19/2015","Exxon","EXXONMOBIL POS 02/19 #000010113 PURCHASE 1055 S ANDERSON R ROCK HILL SC","11.09","debit","Gas & Fuel","BofA Core Checking","",""
"2/18/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX IAP","300.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/18/2015","Panera Bread","MOBILE PURCHASE 0217 PANERA BREAD #4381 NORTH CHARLESSC 24427335048720046942407","8.79","debit","Fast Food","BofA Core Checking","",""
"2/17/2015","ATM Fee","5/3 BK RACE TR 02/13 #000409834 WITHDRWL 3031 SW 31ST AVEN PEMBROKE PARK FL","2.00","debit","ATM Fee","BofA Core Checking","",""
"2/17/2015","Bk Race Tr 3031 Sw 31st Avenue","5/3 BK RACE TR 02/13 #000409834 WITHDRWL 3031 SW 31ST AVEN PEMBROKE PARK FL","400.00","debit","Cash & ATM","BofA Core Checking","",""
"2/17/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PREAUTHORIZED PAYMENT","143.00","credit","Credit Card Payment","TD EMERALD","",""
"2/17/2015","Transfer to TD EMERALD","TD VISA PREAUTH PYMT","143.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/17/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","800.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/17/2015","Bk Race Tr 3031 Sw 31st Avenue","5/3 BK RACE TR 02/13 #000409834 WITHDRWL 3031 SW 31ST AVEN PEMBROKE PARK FL FEE","2.50","debit","Cash & ATM","BofA Core Checking","",""
"2/17/2015","Online Banking Transfer","Online Banking transfer from CHK 3897 Confirmation# 2612437465","250.00","credit","Transfer","BofA Core Checking","",""
"2/13/2015","American Express","AMEX BPY","600.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/11/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX FTD","43.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/09/2015","PayPal","PAYPAL DES:INST XFER ID:ANTONIO INDN:JUAN GAVIRIA CO ID:PAYPALSI77 WEB","20.95","debit","Shopping","BofA Core Checking","",""
"2/05/2015","American Express","AMEX BPY","607.07","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/05/2015","Email Tfr C","EMAIL TFR C2AbTBmx","102.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/04/2015","BMW","BMW WEST ISLAND DORVAL","2658.30","debit","Auto Payment","TD EMERALD","",""
"2/03/2015","View Cheque Chq","View Cheque CHQ#00270-3000138250","155.00","debit","Parking","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/03/2015","Email Tfr C","EMAIL TFR C0gYhukn","100.00","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/03/2015","Email Tfr Fee","EMAIL TFR FEE","1.50","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/02/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PYT FRM: 03616328801","74.81","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"2/02/2015","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","74.81","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/02/2015","Td Mortgage","TD MORTGAGE","1252.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/02/2015","Videotron Senc Bpy","VIDEOTRON SENC BPY","79.28","debit","Movies & DVDs","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/02/2015","Notrdameo Msp","950-80NotrDameO MSP","215.57","debit","Home","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/02/2015","Td Assurance Ins","TD Assurance INS","78.04","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"2/02/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","Online Banking transfer from CHK 3897 Confirmation# 2880656625","500.00","credit","Transfer","BofA Core Checking","",""
"1/30/2015","Interest","INTEREST","74.81","debit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"1/30/2015","Air Canada","AIR CANADA PAY","3412.71","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/30/2015","Overdraft Fee","OVERDRAFT INTEREST","8.19","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/30/2015","O D P","O.D.P. FEE","4.00","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/30/2015","Monthly Account Fee","MONTHLY ACCOUNT FEE","14.95","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/29/2015","Air Canada","AIR CANADA MSP","401.69","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/28/2015","BMW","BMW WEST ISLAND DORVAL","1000.00","debit","Auto Payment","TD EMERALD","",""
"1/28/2015","Transfer to eBanking","AMEX BPY","500.00","debit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/28/2015","Intact Assur Ins","Intact Assur. INS","34.88","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
